,PLAYER_ID,GP,MIN,FGM,FG_PCT,FG3M,FG3_PCT,FTM,FT_PCT,REB,AST,STL,BLK,PTS
0,1629121,9,4.8,0.3,0.3,0.2,0.333,0.0,0.0,0.3,0.7,0.3,0.1,0.9
1,1629061,5,7.7,0.8,0.667,0.6,0.75,0.0,0.0,1.2,0.2,0.2,0.4,2.2
2,1629152,7,3.1,0.4,0.3,0.0,0.0,0.1,0.5,0.6,0.9,0.3,0.0,1.0
3,1628959,2,2.2,0.5,0.25,0.5,1.0,0.0,0.0,1.5,1.0,0.5,0.0,1.5
4,1628960,23,10.5,1.3,0.322,0.7,0.281,1.0,0.767,0.3,0.7,0.1,0.1,4.2
5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,1629028,47,30.8,7.2,0.594,0.0,0.0,2.0,0.768,10.6,2.0,0.8,1.0,16.4
7,1628963,36,23.5,4.9,0.52,0.3,0.268,2.6,0.674,6.4,0.9,0.5,1.0,12.8
8,1628964,45,16.4,2.5,0.481,0.4,0.294,0.8,0.567,4.9,0.9,0.3,1.4,6.2
9,1628966,5,6.4,0.6,0.273,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.2,1.2
10,1628417,24,16.9,1.8,0.468,0.4,0.313,0.4,0.769,3.8,0.5,0.3,0.3,4.5
11,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,1628413,25,12.6,1.5,0.493,0.5,0.3,0.3,0.444,3.6,0.6,0.2,0.8,3.8
13,1629067,7,4.1,0.3,0.222,0.0,0.0,0.6,0.571,0.7,0.7,0.4,0.0,1.1
14,1628969,52,26.8,2.8,0.424,1.3,0.347,0.9,0.849,2.9,1.6,1.4,0.6,7.7
15,1628970,47,19.0,2.6,0.451,0.7,0.3,0.9,0.741,3.7,1.1,0.5,0.6,6.7
16,1628515,26,10.6,1.2,0.395,0.2,0.375,0.2,0.4,1.1,1.5,0.1,0.0,2.8
17,1629151,19,5.9,0.9,0.447,0.5,0.333,0.1,1.0,0.8,0.4,0.1,0.1,2.4
18,1628971,41,20.1,2.0,0.393,0.4,0.288,0.8,0.756,3.0,1.4,0.5,0.5,5.1
19,1628972,26,7.3,0.9,0.397,0.2,0.308,0.5,0.75,1.2,0.9,0.3,0.0,2.4
20,1628973,41,16.7,2.6,0.439,0.6,0.333,0.8,0.702,1.7,2.1,0.5,0.0,6.5
21,1629126,15,8.8,1.3,0.435,0.3,0.308,0.3,0.833,1.1,0.3,0.2,0.3,3.3
22,1628975,17,15.0,1.2,0.263,0.6,0.238,0.2,0.571,1.1,1.7,0.7,0.2,3.2
23,1628976,44,25.2,4.1,0.485,0.1,0.188,2.0,0.795,7.0,1.8,0.6,1.3,10.3
24,1628505,2,4.6,1.0,0.5,0.5,0.5,0.0,0.0,1.0,1.5,0.5,0.0,2.5
25,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,1629109,34,15.4,1.0,0.321,0.9,0.293,0.2,1.0,2.7,0.4,0.4,0.6,3.1
27,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,1628249,2,9.3,1.0,0.4,0.0,0.0,1.5,0.75,2.5,0.5,0.5,0.0,3.5
